수목명,흉고지름,Condition,Value,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
칠엽수,46.0,Excellent,AEGL,"22,134.2",$514.77,20.4,$0.47,"4,591.4",$563.79,61.7,"$1,001.71",12.8,"90,077.3","30,954.6",$276.61,43.6,8.2,8.0,165.4,4.5,0.7,1.1,1.7
칠엽수,39.0,Excellent,AEGL,"22,134.2",$514.77,15.8,$0.37,"4,591.4",$563.79,61.7,"$1,001.71",8.4,"90,077.3","30,954.6",$276.61,44.0,8.2,8.1,165.4,4.5,0.7,1.1,1.7
칠엽수,49.0,Poor,AEGL,"21,181.0",$492.61,13.9,$0.32,"4,229.8",$519.39,61.7,"$1,001.71",15.0,"55,848.0","19,191.8",$171.50,33.1,7.8,6.3,158.3,3.4,0.6,1.0,1.5
칠엽수,27.0,Poor,AEGL,"21,181.0",$492.61,"2,516.3",$58.52,"4,229.8",$519.39,61.7,"$1,001.71",3.9,"49,945.9","17,163.6",$153.37,30.4,7.8,5.8,158.3,3.1,0.6,1.0,1.5
칠엽수,37.0,Excellent,AEGL,"22,134.2",$514.77,14.6,$0.34,"4,591.4",$563.79,61.7,"$1,001.71",7.4,"90,077.3","30,954.6",$276.61,44.1,8.2,8.1,165.4,4.6,0.7,1.1,1.7
칠엽수,6.0,Fair,AEGL,"19,012.8",$442.18,"10,123.0",$235.43,"3,880.1",$476.45,54.1,$877.25,2.4,"38,421.3","13,203.3",$117.98,27.2,7.0,5.3,142.1,2.7,0.6,0.9,1.5
칠엽수,36.0,Fair,AEGL,"21,682.7",$504.27,11.4,$0.27,"4,420.1",$542.76,61.7,"$1,001.71",6.9,"73,716.6","25,332.3",$226.37,40.9,8.0,7.7,162.0,4.2,0.7,1.0,1.8
칠엽수,7.0,Fair,AEGL,"19,605.2",$455.96,"10,329.7",$240.24,"4,001.0",$491.29,55.7,$904.60,2.5,"40,311.9","13,853.0",$123.79,28.4,7.2,5.5,146.5,2.9,0.6,0.9,1.6
칠엽수,35.0,Fair,AEGL,"21,682.7",$504.27,11.0,$0.25,"4,420.1",$542.76,61.7,"$1,001.71",6.4,"73,384.1","25,218.0",$225.35,40.9,8.0,7.7,162.0,4.2,0.7,1.0,1.8
칠엽수,33.0,Poor,AEGL,"21,181.0",$492.61,7.6,$0.18,"4,229.8",$519.39,61.7,"$1,001.71",5.5,"54,565.9","18,751.3",$167.56,32.2,7.8,6.1,158.3,3.3,0.6,1.0,1.5
칠엽수,38.0,Poor,AEGL,"21,181.0",$492.61,9.4,$0.22,"4,229.8",$519.39,61.7,"$1,001.71",7.9,"55,848.0","19,191.8",$171.50,32.8,7.8,6.2,158.3,3.3,0.6,1.0,1.5
칠엽수,10.0,Poor,AEGL,"20,314.7",$472.46,"8,466.0",$196.89,"4,061.5",$498.72,59.1,$959.51,2.2,"31,455.5","10,809.5",$96.59,20.6,7.5,4.0,151.8,2.1,0.6,0.9,1.1
칠엽수,16.0,Poor,AEGL,"21,181.0",$492.61,"7,994.8",$185.94,"4,229.8",$519.39,61.7,"$1,001.71",2.8,"38,921.6","13,375.2",$119.52,25.0,7.8,4.8,158.3,2.5,0.6,1.0,1.3
칠엽수,57.0,Poor,AEGL,"21,181.0",$492.61,17.6,$0.41,"4,229.8",$519.39,61.7,"$1,001.71",22.0,"55,848.0","19,191.8",$171.50,33.3,7.8,6.3,158.3,3.4,0.6,1.0,1.6
칠엽수,46.0,Poor,AEGL,"21,181.0",$492.61,12.6,$0.29,"4,229.8",$519.39,61.7,"$1,001.71",12.8,"55,848.0","19,191.8",$171.50,33.0,7.8,6.3,158.3,3.4,0.6,1.0,1.5
칠엽수,35.0,Poor,AEGL,"21,181.0",$492.61,8.3,$0.19,"4,229.8",$519.39,61.7,"$1,001.71",6.4,"55,485.3","19,067.2",$170.38,32.6,7.8,6.2,158.3,3.3,0.6,1.0,1.5
칠엽수,31.0,Poor,AEGL,"21,181.0",$492.61,6.9,$0.16,"4,229.8",$519.39,61.7,"$1,001.71",4.7,"53,103.6","18,248.8",$163.07,31.6,7.8,6.0,158.3,3.2,0.6,1.0,1.5
칠엽수,60.0,Excellent,AEGL,"22,134.2",$514.77,30.8,$0.72,"4,591.4",$563.79,61.7,"$1,001.71",25.1,"90,077.3","30,954.6",$276.61,43.0,8.2,7.9,165.4,4.5,0.7,1.1,1.6
칠엽수,58.0,Excellent,AEGL,"22,134.2",$514.77,29.2,$0.68,"4,591.4",$563.79,61.7,"$1,001.71",23.0,"90,077.3","30,954.6",$276.61,43.1,8.2,7.9,165.4,4.5,0.7,1.1,1.6
칠엽수,48.0,Excellent,AEGL,"22,134.2",$514.77,21.8,$0.51,"4,591.4",$563.79,61.7,"$1,001.71",14.2,"90,077.3","30,954.6",$276.61,43.6,8.2,8.0,165.4,4.5,0.7,1.1,1.7
칠엽수,80.0,Fair,AEGL,"21,682.7",$504.27,39.0,$0.91,"4,420.1",$542.76,61.7,"$1,001.71",52.0,"73,863.4","25,382.8",$226.82,40.7,8.0,7.6,162.0,4.2,0.7,1.0,1.8
칠엽수,70.0,Fair,AEGL,"21,682.7",$504.27,32.2,$0.75,"4,420.1",$542.76,61.7,"$1,001.71",37.2,"73,863.4","25,382.8",$226.82,40.8,8.0,7.6,162.0,4.2,0.7,1.0,1.8
칠엽수,51.0,Excellent,AEGL,"22,134.2",$514.77,23.9,$0.56,"4,591.4",$563.79,61.7,"$1,001.71",16.6,"90,077.3","30,954.6",$276.61,43.4,8.2,8.0,165.4,4.5,0.7,1.1,1.7
칠엽수,80.0,Excellent,AEGL,"22,134.2",$514.77,47.6,$1.11,"4,591.4",$563.79,61.7,"$1,001.71",52.0,"90,077.3","30,954.6",$276.61,42.7,8.2,7.8,165.4,4.4,0.7,1.1,1.6
칠엽수,10.0,Excellent,AEGL,"21,532.7",$500.78,"12,191.6",$283.54,"4,470.2",$548.90,60.0,$973.56,3.1,"58,975.7","20,266.7",$181.10,39.8,8.0,7.7,160.9,4.0,0.7,1.0,2.1
칠엽수,40.0,Poor,AEGL,"21,181.0",$492.61,10.2,$0.24,"4,229.8",$519.39,61.7,"$1,001.71",9.0,"55,848.0","19,191.8",$171.50,32.8,7.8,6.2,158.3,3.3,0.6,1.0,1.5
칠엽수,45.0,Poor,AEGL,"21,181.0",$492.61,12.2,$0.28,"4,229.8",$519.39,61.7,"$1,001.71",12.1,"55,848.0","19,191.8",$171.50,33.0,7.8,6.3,158.3,3.4,0.6,1.0,1.5
칠엽수,41.0,Poor,AEGL,"21,181.0",$492.61,10.6,$0.25,"4,229.8",$519.39,61.7,"$1,001.71",9.6,"55,848.0","19,191.8",$171.50,32.9,7.8,6.2,158.3,3.3,0.6,1.0,1.5
칠엽수,42.0,Excellent,AEGL,"22,134.2",$514.77,17.7,$0.41,"4,591.4",$563.79,61.7,"$1,001.71",10.2,"90,077.3","30,954.6",$276.61,43.9,8.2,8.1,165.4,4.5,0.7,1.1,1.7
칠엽수,17.0,Poor,AEGL,"21,181.0",$492.61,"7,745.8",$180.14,"4,229.8",$519.39,61.7,"$1,001.71",2.8,"40,056.0","13,765.0",$123.00,25.6,7.8,4.9,158.3,2.6,0.6,1.0,1.3
칠엽수,12.0,Excellent,AEGL,"22,134.2",$514.77,"11,985.8",$278.75,"4,591.4",$563.79,61.7,"$1,001.71",3.2,"62,275.2","21,400.5",$191.24,41.2,8.2,8.0,165.4,4.2,0.7,1.1,2.2
잣나무,24.0,Excellent,PI2,"50,148.4","$1,166.30",1.8,$0.04,"9,072.6","$1,114.04",161.4,"$2,619.56",1.0,"40,644.8","13,967.4",$124.81,43.0,18.5,11.2,374.7,5.6,1.5,2.1,3.3
잣나무,28.0,Excellent,PI2,"50,148.4","$1,166.30",2.1,$0.05,"9,072.6","$1,114.04",161.4,"$2,619.56",1.4,"49,894.1","17,145.8",$153.22,48.5,18.5,12.5,374.7,6.4,1.5,2.1,3.4
잣나무,22.0,Excellent,PI2,"50,148.4","$1,166.30",1.7,$0.04,"9,072.6","$1,114.04",161.4,"$2,619.56",0.8,"36,202.9","12,440.9",$111.17,39.5,18.5,10.3,374.7,5.2,1.5,2.1,3.1
잣나무,23.0,Excellent,PI2,"50,148.4","$1,166.30",1.8,$0.04,"9,072.6","$1,114.04",161.4,"$2,619.56",0.9,"38,407.9","13,198.7",$117.94,41.3,18.5,10.7,374.7,5.4,1.5,2.1,3.2
잣나무,21.0,Excellent,PI2,"50,148.4","$1,166.30",1.6,$0.04,"9,072.6","$1,114.04",161.4,"$2,619.56",0.7,"34,030.8","11,694.5",$104.50,37.5,18.5,9.8,374.7,4.9,1.5,2.1,3.0
잣나무,26.0,Excellent,PI2,"50,148.4","$1,166.30",2.0,$0.05,"9,072.6","$1,114.04",161.4,"$2,619.56",1.2,"45,210.7","15,536.4",$138.83,46.0,18.5,11.9,374.7,6.0,1.5,2.1,3.4
잣나무,25.0,Excellent,PI2,"50,148.4","$1,166.30",1.9,$0.04,"9,072.6","$1,114.04",161.4,"$2,619.56",1.1,"42,912.7","14,746.7",$131.78,44.6,18.5,11.6,374.7,5.8,1.5,2.1,3.3
잣나무,30.0,Excellent,PI2,"50,148.4","$1,166.30",2.3,$0.05,"9,072.6","$1,114.04",161.4,"$2,619.56",1.6,"54,689.4","18,793.7",$167.94,50.4,18.5,13.0,374.7,6.6,1.5,2.1,3.4
잣나무,35.0,Excellent,PI2,"50,148.4","$1,166.30",2.7,$0.06,"9,072.6","$1,114.04",161.4,"$2,619.56",2.2,"67,135.1","23,070.6",$206.16,53.3,18.5,13.5,374.7,7.0,1.5,2.1,3.1
잣나무,32.0,Excellent,PI2,"50,148.4","$1,166.30",2.4,$0.06,"9,072.6","$1,114.04",161.4,"$2,619.56",1.8,"59,591.5","20,478.3",$182.99,51.9,18.5,13.3,374.7,6.8,1.5,2.1,3.3
잣나무,38.0,Excellent,PI2,"50,148.4","$1,166.30",2.9,$0.07,"9,072.6","$1,114.04",161.4,"$2,619.56",2.6,"74,895.4","25,737.4",$229.99,53.9,18.5,13.6,374.7,7.1,1.5,2.1,2.9
잣나무,29.0,Excellent,PI2,"50,148.4","$1,166.30",2.2,$0.05,"9,072.6","$1,114.04",161.4,"$2,619.56",1.5,"52,278.1","17,965.1",$160.54,49.5,18.5,12.8,374.7,6.5,1.5,2.1,3.4
잣나무,33.0,Excellent,PI2,"50,148.4","$1,166.30",2.5,$0.06,"9,072.6","$1,114.04",161.4,"$2,619.56",1.9,"62,081.2","21,333.8",$190.64,52.4,18.5,13.4,374.7,6.9,1.5,2.1,3.3
잣나무,27.0,Excellent,PI2,"50,148.4","$1,166.30",2.0,$0.05,"9,072.6","$1,114.04",161.4,"$2,619.56",1.3,"47,538.1","16,336.2",$145.98,47.3,18.5,12.2,374.7,6.2,1.5,2.1,3.4
잣나무,31.0,Excellent,PI2,"50,148.4","$1,166.30",2.3,$0.05,"9,072.6","$1,114.04",161.4,"$2,619.56",1.7,"57,127.4","19,631.5",$175.43,51.2,18.5,13.1,374.7,6.7,1.5,2.1,3.4
잣나무,34.0,Excellent,PI2,"50,148.4","$1,166.30",2.6,$0.06,"9,072.6","$1,114.04",161.4,"$2,619.56",2.0,"64,595.8","22,198.0",$198.36,52.9,18.5,13.5,374.7,7.0,1.5,2.1,3.2
잣나무,6.0,Poor,PI2,"34,805.7",$809.47,777.9,$18.09,"6,267.0",$769.54,112.5,"$1,825.97",0.2,"8,122.2","2,791.2",$24.94,6.1,12.9,1.5,260.1,0.8,1.1,1.5,0.3
잣나무,8.0,Poor,PI2,"38,081.9",$885.67,661.1,$15.38,"6,864.1",$842.86,123.0,"$1,995.95",0.2,"9,015.7","3,098.2",$27.69,6.9,14.1,1.7,284.5,0.9,1.2,1.6,0.4
잣나무,10.0,Poor,PI2,"40,620.2",$944.70,475.2,$11.05,"7,348.8",$902.37,130.7,"$2,121.84",0.2,"9,905.6","3,404.0",$30.42,7.7,15.0,2.0,303.5,1.0,1.3,1.7,0.4
잣나무,4.0,Poor,PI2,"29,981.8",$697.28,817.8,$19.02,"5,400.9",$663.19,96.9,"$1,572.25",0.2,"7,028.6","2,415.3",$21.58,5.2,11.1,1.3,224.0,0.7,0.9,1.3,0.3
잣나무,12.0,Poor,PI2,"40,620.2",$944.70,221.7,$5.16,"7,348.8",$902.37,130.7,"$2,121.84",0.3,"10,880.6","3,739.1",$33.41,8.6,15.0,2.2,303.5,1.1,1.3,1.7,0.5
잣나무,9.0,Poor,PI2,"39,652.5",$922.20,576.4,$13.41,"7,161.4",$879.36,127.8,"$2,074.54",0.2,"9,450.4","3,247.6",$29.02,7.3,14.6,1.8,296.3,1.0,1.2,1.7,0.4
잣나무,20.0,Poor,PI2,"40,620.2",$944.70,1.0,$0.02,"7,348.8",$902.37,130.7,"$2,121.84",0.7,"19,772.2","6,794.6",$60.72,17.2,15.0,4.4,303.5,2.3,1.3,1.7,1.1
잣나무,23.0,Poor,PI2,"40,620.2",$944.70,1.1,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",0.9,"23,811.7","8,182.8",$73.12,20.9,15.0,5.3,303.5,2.7,1.3,1.7,1.3
잣나무,25.0,Poor,PI2,"40,620.2",$944.70,1.2,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.1,"26,604.6","9,142.5",$81.70,23.3,15.0,5.9,303.5,3.1,1.3,1.7,1.5
잣나무,24.0,Poor,PI2,"40,620.2",$944.70,1.1,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.0,"25,198.5","8,659.3",$77.38,22.1,15.0,5.6,303.5,2.9,1.3,1.7,1.4
잣나무,22.0,Poor,PI2,"40,620.2",$944.70,1.1,$0.02,"7,348.8",$902.37,130.7,"$2,121.84",0.8,"22,444.6","7,713.0",$68.92,19.7,15.0,5.0,303.5,2.6,1.3,1.7,1.3
잣나무,40.0,Poor,PI2,"40,620.2",$944.70,1.9,$0.04,"7,348.8",$902.37,130.7,"$2,121.84",2.9,"49,712.4","17,083.4",$152.66,37.0,15.0,9.3,303.5,4.9,1.3,1.7,2.1
잣나무,28.0,Poor,PI2,"40,620.2",$944.70,1.3,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.4,"30,933.1","10,630.0",$94.99,26.6,15.0,6.8,303.5,3.5,1.3,1.7,1.7
잣나무,42.0,Poor,PI2,"40,620.2",$944.70,2.0,$0.05,"7,348.8",$902.37,130.7,"$2,121.84",3.2,"53,045.6","18,228.8",$162.89,38.3,15.0,9.7,303.5,5.1,1.3,1.7,2.1
잣나무,26.0,Poor,PI2,"40,620.2",$944.70,1.2,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.2,"28,029.4","9,632.1",$86.07,24.4,15.0,6.2,303.5,3.2,1.3,1.7,1.6
잣나무,32.0,Poor,PI2,"40,620.2",$944.70,1.5,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.8,"36,945.4","12,696.1",$113.45,30.7,15.0,7.8,303.5,4.0,1.3,1.7,1.9
잣나무,30.0,Poor,PI2,"40,620.2",$944.70,1.4,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.6,"33,906.1","11,651.6",$104.12,28.7,15.0,7.3,303.5,3.8,1.3,1.7,1.8
잣나무,20.0,Excellent,PI2,"50,148.4","$1,166.30",1.5,$0.04,"9,072.6","$1,114.04",161.4,"$2,619.56",0.7,"31,892.5","10,959.7",$97.94,35.5,18.5,9.3,374.7,4.6,1.5,2.1,2.8
잣나무,40.0,Excellent,PI2,"50,148.4","$1,166.30",3.1,$0.07,"9,072.6","$1,114.04",161.4,"$2,619.56",2.9,"80,183.6","27,554.7",$246.23,53.9,18.5,13.5,374.7,7.1,1.5,2.1,2.7
잣나무,27.0,Poor,PI2,"40,620.2",$944.70,1.2,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.3,"29,472.3","10,128.0",$90.50,25.6,15.0,6.5,303.5,3.4,1.3,1.7,1.6
잣나무,36.0,Excellent,PI2,"50,148.4","$1,166.30",2.8,$0.06,"9,072.6","$1,114.04",161.4,"$2,619.56",2.3,"69,698.4","23,951.5",$214.03,53.5,18.5,13.5,374.7,7.0,1.5,2.1,3.1
잣나무,21.0,Poor,PI2,"40,620.2",$944.70,1.0,$0.02,"7,348.8",$902.37,130.7,"$2,121.84",0.7,"21,097.9","7,250.2",$64.79,18.4,15.0,4.7,303.5,2.4,1.3,1.7,1.2
잣나무,39.0,Excellent,PI2,"50,148.4","$1,166.30",3.0,$0.07,"9,072.6","$1,114.04",161.4,"$2,619.56",2.7,"77,528.3","26,642.2",$238.07,53.9,18.5,13.5,374.7,7.1,1.5,2.1,2.8
잣나무,36.0,Poor,PI2,"40,620.2",$944.70,1.7,$0.04,"7,348.8",$902.37,130.7,"$2,121.84",2.3,"43,211.6","14,849.4",$132.69,34.1,15.0,8.6,303.5,4.5,1.3,1.7,2.0
잣나무,37.0,Excellent,PI2,"50,148.4","$1,166.30",2.8,$0.07,"9,072.6","$1,114.04",161.4,"$2,619.56",2.4,"72,285.3","24,840.4",$221.97,53.7,18.5,13.6,374.7,7.1,1.5,2.1,3.0
잣나무,29.0,Poor,PI2,"40,620.2",$944.70,1.3,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.5,"32,411.1","11,137.9",$99.53,27.7,15.0,7.1,303.5,3.6,1.3,1.7,1.7
잣나무,17.0,Excellent,PI2,"50,148.4","$1,166.30",1.3,$0.03,"9,072.6","$1,114.04",161.4,"$2,619.56",0.5,"25,693.0","8,829.2",$78.90,28.8,18.5,7.5,374.7,3.8,1.5,2.1,2.3
잣나무,35.0,Poor,PI2,"40,620.2",$944.70,1.7,$0.04,"7,348.8",$902.37,130.7,"$2,121.84",2.2,"41,622.3","14,303.3",$127.81,33.2,15.0,8.4,303.5,4.4,1.3,1.7,2.0
잣나무,50.0,Poor,PI2,"40,620.2",$944.70,2.5,$0.06,"7,348.8",$902.37,130.7,"$2,121.84",4.6,"66,891.3","22,986.8",$205.41,42.4,15.0,10.6,303.5,5.6,1.3,1.7,2.0
잣나무,43.0,Poor,PI2,"40,620.2",$944.70,2.1,$0.05,"7,348.8",$902.37,130.7,"$2,121.84",3.3,"54,732.2","18,808.4",$168.07,39.0,15.0,9.8,303.5,5.1,1.3,1.7,2.1
잣나무,31.0,Poor,PI2,"40,620.2",$944.70,1.5,$0.03,"7,348.8",$902.37,130.7,"$2,121.84",1.7,"35,417.6","12,171.1",$108.76,29.7,15.0,7.6,303.5,3.9,1.3,1.7,1.8
잣나무,50.0,Excellent,PI2,"50,148.4","$1,166.30",4.0,$0.09,"9,072.6","$1,114.04",161.4,"$2,619.56",4.6,"107,891.8","37,076.4",$331.31,50.3,18.5,12.2,374.7,6.7,1.5,2.1,1.8
잣나무,60.0,Excellent,PI2,"50,148.4","$1,166.30",4.9,$0.11,"9,072.6","$1,114.04",161.4,"$2,619.56",6.7,"137,502.6","47,252.0",$422.24,42.0,18.5,9.9,374.7,5.6,1.5,2.1,1.0
잣나무,45.0,Fair,PI2,"45,635.0","$1,061.33",2.9,$0.07,"8,256.0","$1,013.78",146.9,"$2,383.80",3.7,"76,901.2","26,426.7",$236.15,49.6,16.9,12.4,341.0,6.6,1.4,2.0,2.4
잣나무,25.0,Fair,PI2,"45,635.0","$1,061.33",1.6,$0.04,"8,256.0","$1,013.78",146.9,"$2,383.80",1.1,"35,187.6","12,092.0",$108.05,34.7,16.9,9.0,341.0,4.5,1.4,2.0,2.5
잣나무,27.0,Fair,PI2,"45,635.0","$1,061.33",1.6,$0.04,"8,256.0","$1,013.78",146.9,"$2,383.80",1.3,"38,980.4","13,395.4",$119.70,37.5,16.9,9.7,341.0,4.9,1.4,2.0,2.6
잣나무,20.0,Fair,PI2,"45,635.0","$1,061.33",1.3,$0.03,"8,256.0","$1,013.78",146.9,"$2,383.80",0.7,"26,151.2","8,986.7",$80.31,26.6,16.9,6.9,341.0,3.5,1.4,2.0,2.0
잣나무,28.0,Fair,PI2,"45,635.0","$1,061.33",1.7,$0.04,"8,256.0","$1,013.78",146.9,"$2,383.80",1.4,"40,912.4","14,059.3",$125.63,38.8,16.9,10.0,341.0,5.1,1.4,2.0,2.7
잣나무,23.0,Fair,PI2,"45,635.0","$1,061.33",1.5,$0.03,"8,256.0","$1,013.78",146.9,"$2,383.80",0.9,"31,493.7","10,822.6",$96.71,31.6,16.9,8.2,341.0,4.1,1.4,2.0,2.3
잣나무,7.0,Fair,PI2,"42,318.2",$984.19,805.6,$18.74,"7,633.5",$937.34,136.6,"$2,216.45",0.2,"12,087.8","4,153.9",$37.12,11.1,15.6,2.9,316.2,1.5,1.3,1.8,0.8
잣나무,30.0,Fair,PI2,"45,635.0","$1,061.33",1.9,$0.04,"8,256.0","$1,013.78",146.9,"$2,383.80",1.6,"44,844.5","15,410.6",$137.71,41.1,16.9,10.5,341.0,5.4,1.4,2.0,2.7
잣나무,35.0,Fair,PI2,"45,635.0","$1,061.33",2.2,$0.05,"8,256.0","$1,013.78",146.9,"$2,383.80",2.2,"55,049.9","18,917.6",$169.05,45.4,16.9,11.6,341.0,6.0,1.4,2.0,2.8
잣나무,10.0,Fair,PI2,"45,635.0","$1,061.33",520.4,$12.10,"8,256.0","$1,013.78",146.9,"$2,383.80",0.2,"13,508.5","4,642.1",$41.48,12.7,16.9,3.3,341.0,1.7,1.4,2.0,0.9
잣나무,40.0,Fair,PI2,"45,635.0","$1,061.33",2.5,$0.06,"8,256.0","$1,013.78",146.9,"$2,383.80",2.9,"65,749.6","22,594.5",$201.90,48.2,16.9,12.1,341.0,6.4,1.4,2.0,2.6
잣나무,80.0,Fair,PI2,"45,635.0","$1,061.33",5.6,$0.13,"8,256.0","$1,013.78",146.9,"$2,383.80",12.4,"119,418.0","41,037.3",$366.71,45.5,16.9,10.9,341.0,6.1,1.4,2.0,1.4
잣나무,55.0,Excellent,PI2,"50,148.4","$1,166.30",4.5,$0.10,"9,072.6","$1,114.04",161.4,"$2,619.56",5.6,"122,474.8","42,087.8",$376.10,46.5,18.5,11.1,374.7,6.2,1.5,2.1,1.4
잣나무,120.0,Excellent,PI2,"50,148.4","$1,166.30",11.0,$0.26,"9,072.6","$1,114.04",161.4,"$2,619.56",29.7,"145,631.7","50,045.5",$447.21,39.7,18.5,9.2,374.7,5.3,1.5,2.1,0.9
잣나무,45.0,Excellent,PI2,"50,148.4","$1,166.30",3.6,$0.08,"9,072.6","$1,114.04",161.4,"$2,619.56",3.7,"93,783.2","32,228.1",$287.99,52.8,18.5,13.0,374.7,7.0,1.5,2.1,2.3
잣나무,42.0,Excellent,PI2,"50,148.4","$1,166.30",3.3,$0.08,"9,072.6","$1,114.04",161.4,"$2,619.56",3.2,"85,559.8","29,402.2",$262.74,53.6,18.5,13.3,374.7,7.1,1.5,2.1,2.5
버드나무,51.0,Excellent,QUPH,"22,134.2",$514.77,"10,287.9",$239.26,"4,591.4",$563.79,61.7,"$1,001.71",13.7,"78,082.2","26,832.5",$239.78,36.3,8.2,6.6,165.4,3.8,0.7,1.1,1.3
버드나무,28.0,Excellent,QUPH,"22,134.2",$514.77,"27,741.4",$645.18,"4,591.4",$563.79,61.7,"$1,001.71",9.0,"77,185.0","26,524.2",$237.02,33.6,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,45.0,Excellent,QUPH,"22,134.2",$514.77,"17,413.7",$404.99,"4,591.4",$563.79,61.7,"$1,001.71",12.3,"78,082.2","26,832.5",$239.78,35.2,8.2,6.4,165.4,3.7,0.7,1.1,1.3
버드나무,25.0,Excellent,QUPH,"22,134.2",$514.77,"28,196.9",$655.77,"4,591.4",$563.79,61.7,"$1,001.71",8.5,"76,055.1","26,135.9",$233.55,33.7,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,24.0,Excellent,QUPH,"22,134.2",$514.77,"28,219.6",$656.30,"4,591.4",$563.79,61.7,"$1,001.71",8.3,"75,532.1","25,956.2",$231.94,33.8,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,40.0,Excellent,QUPH,"22,134.2",$514.77,"21,769.3",$506.29,"4,591.4",$563.79,61.7,"$1,001.71",11.2,"78,082.2","26,832.5",$239.78,34.3,8.2,6.2,165.4,3.6,0.7,1.1,1.2
버드나무,38.0,Excellent,QUPH,"22,134.2",$514.77,"23,190.4",$539.34,"4,591.4",$563.79,61.7,"$1,001.71",10.8,"78,082.2","26,832.5",$239.78,34.0,8.2,6.2,165.4,3.5,0.7,1.1,1.2
버드나무,22.0,Excellent,QUPH,"22,134.2",$514.77,"28,073.0",$652.89,"4,591.4",$563.79,61.7,"$1,001.71",7.9,"74,236.4","25,510.9",$227.97,33.8,8.2,6.2,165.4,3.5,0.7,1.1,1.2
버드나무,30.0,Excellent,QUPH,"22,134.2",$514.77,"27,155.1",$631.54,"4,591.4",$563.79,61.7,"$1,001.71",9.3,"77,640.3","26,680.7",$238.42,33.6,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,35.0,Excellent,QUPH,"22,134.2",$514.77,"24,992.0",$581.24,"4,591.4",$563.79,61.7,"$1,001.71",10.2,"78,073.0","26,829.4",$239.75,33.7,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,34.0,Excellent,QUPH,"22,134.2",$514.77,"25,506.9",$593.21,"4,591.4",$563.79,61.7,"$1,001.71",10.1,"78,047.6","26,820.6",$239.67,33.6,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,36.0,Excellent,QUPH,"22,134.2",$514.77,"24,434.7",$568.28,"4,591.4",$563.79,61.7,"$1,001.71",10.4,"78,081.5","26,832.3",$239.77,33.8,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,27.0,Excellent,QUPH,"22,134.2",$514.77,"27,961.1",$650.29,"4,591.4",$563.79,61.7,"$1,001.71",8.8,"76,876.9","26,418.3",$236.07,33.6,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,50.0,Excellent,QUPH,"22,134.2",$514.77,"11,567.4",$269.02,"4,591.4",$563.79,61.7,"$1,001.71",13.4,"78,082.2","26,832.5",$239.78,36.1,8.2,6.6,165.4,3.7,0.7,1.1,1.3
버드나무,32.0,Excellent,QUPH,"22,134.2",$514.77,"26,412.0",$614.26,"4,591.4",$563.79,61.7,"$1,001.71",9.7,"77,916.7","26,775.6",$239.27,33.6,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,31.0,Excellent,QUPH,"22,134.2",$514.77,"26,803.5",$623.37,"4,591.4",$563.79,61.7,"$1,001.71",9.5,"77,799.1","26,735.2",$238.91,33.5,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,23.0,Excellent,QUPH,"22,134.2",$514.77,"28,178.0",$655.33,"4,591.4",$563.79,61.7,"$1,001.71",8.1,"74,927.4","25,748.4",$230.09,33.8,8.2,6.2,165.4,3.5,0.7,1.1,1.2
버드나무,26.0,Excellent,QUPH,"22,134.2",$514.77,"28,111.5",$653.79,"4,591.4",$563.79,61.7,"$1,001.71",8.6,"76,501.8","26,289.4",$234.92,33.7,8.2,6.1,165.4,3.5,0.7,1.1,1.2
버드나무,39.0,Excellent,QUPH,"22,134.2",$514.77,"22,502.2",$523.33,"4,591.4",$563.79,61.7,"$1,001.71",11.0,"78,082.2","26,832.5",$239.78,34.2,8.2,6.2,165.4,3.6,0.7,1.1,1.2
